,Words,Frequency
48315,мельниковой,11
48316,комитетов,9
48317,солдатских,10
48318,принудительная,28
48319,эхо,6
48320,пни,3
48321,неумолимо,9
48322,убийц,5
48323,грипп-2017/2018,15
48324,предстоящему,12
48325,эпидсезону,10
48326,предстоящего,12
48327,предстоящем,33
48328,циркулировал,24
48329,обеспечивая,11
48330,антигенном,10
48331,штаммовый,9
48332,носящие,7
48333,циркулирующими,14
48334,колем,5
48335,октября-начала,14
48336,потомок,7
48337,циркулировавший,15
48338,прошлогоднему,13
48339,«свиного,8
48340,вакцинными,10
48341,попавшем,8
48342,радиусе,7
48343,жизнеспособном,14
48344,ручках,6
48345,поручнях,8
48346,игрушках,8
48347,принадлежностях,15
48348,потереть,8
48349,планшеты,8
48350,гаджеты,14
48351,катерина,8
48352,гордеева,8
48353,документально-благотворительный,31
48354,#япрошла,8
48355,седьмая,7
48356,снижающая,9
48357,хроническиеи,12
48358,онкологу-маммологу,18
48359,внешне,6
48360,безсимптомный,13
48361,раков,10
48362,настороживать,13
48363,стопроцентно,12
48364,медикаментозные,15
48365,звучащие,16
48366,бесспорной,10
48367,основанным,10
48368,гипердиагностике,16
48369,неоправданных,13
48370,профилактичесие,15
48371,медленные,9
48372,винить,18
48373,типировать,10
48374,иммуногистохимических,42
48375,www.женскоездоровье.рф,22
48376,сайтов,18
48377,пригодятся,10
48378,психотерапевта,14
48379,стыдного,8
48380,страшного,27
48381,равная,6
48382,равной,6
48383,информационную,14
48384,мастектомии,11
48385,экзоформы,9
48386,хирургом,32
48387,пластической,12
48388,решитесь,8
48389,квоту,5
48390,многодетная,11
48391,красавица,9
48392,артистка,8
48393,балета,6
48394,мюзик,5
48395,холла,5
48396,возглавила,20
48397,общественную,12
48398,помогающую,10
48399,образцовая,10
48400,заболею,7
48401,канонам,7
48402,попадала,8
48403,образцовой,10
48404,аборта,12
48405,профосмотрам,12
48406,поймали,7
48407,собиралась,20
48408,дочерью,21
48409,сопровождающему,15
48410,минимальное,55
48411,неожиданными,24
48412,зашкаливала,11
48413,соэ,9
48414,оседания,16
48415,отпустили,9
48416,шишечку,7
48417,оказавшеюся,11
48418,выгодные,8
48419,становилось,22
48420,вариации,16
48421,шокирующей,10
48422,раздавленной,12
48423,шестеро,14
48424,сиротами,8
48425,секторально,11
48426,обследовав,10
48427,каширку,7
48428,ронц,44
48429,удивлена,8
48430,приходила,27
48431,крамольная,10
48432,платными).но,12
48433,гистохимический,30
48434,агрессивная,22
48435,fish-тест,9
48436,пошаговые,9
48437,подбираются,11
48438,персонально,11
48439,молекулярно-генетический,24
48440,секторального,13
48441,живешь,12
48442,мосгордума,10
48443,крошечную,9
48444,химеотерапии,24
48445,валерьевича,11
48446,алексеевича,11
48447,отправилась,22
48448,онкопластической,16
48449,анатольевича,12
48450,соболевского,12
48451,поклон,12
48452,ольге,5
48453,владимировне,12
48454,крохиной,8
48455,восстановили,24
48456,выпало,6
48457,раздеться,9
48458,шва,3
48459,шов,3
48460,красивой,8
48461,фигурой,14
48462,бассейн,7
48463,лимфастазом,11
48464,протоколами,22
48465,районном,8
48466,районный,8
48467,дорогостоящими,56
48468,закупить,16
48469,шестерым,8
48470,кормильца,9
48471,метастазировали,15
48472,нравственными,13
48473,моральными,10
48474,заложниками,11
48475,недофинансированием,19
48476,прооперировать,28
48477,ирине,5
48478,потерянная,10
48479,поранив,7
48480,поняла,30
48481,токсичное,18
48482,немощность,10
48483,сковывает,9
48484,четвереньки,11
48485,разгибать,9
48486,страховка,18
48487,покупаем,8
48488,типичная,16
48489,борововы,8
48490,бумагах,7
48491,опеку,10
48492,мужем,20
48493,усыновили,9
48494,многодетным,11
48495,детям-инвалидам,15
48496,сиротам,7
48497,емким,5
48498,жить!,5
48499,натолкнул,9
48500,тюляндин,32
48501,юрлицо,6
48502,имеешь,12
48503,бедное,6
48504,онкопациентах,13
48505,борововой,9
48506,семинары,32
48507,приватных,9
48508,бесед,10
48509,боровова,48
48510,настигнуть,10
48511,ходом,15
48512,улыбается,27
48513,удивляюсь,9
48514,устает,6
48515,диване,12
48516,развал,6
48517,черпаешь,8
48518,твоя,8
48519,стоишь,6
48520,могиле,6
48521,умрешь,12
48522,переоценка,10
48523,понимаешь,54
48524,господь,7
48525,отмерил,7
48526,отрезок,14
48527,иллинойс,16
48528,метастатическую,15
48529,нельсон,14
48530,нельсона,8
48531,повышающими,22
48532,прицельно,18
48533,ингибированию,13
48534,нацеленные,20
